(S)-Methylmalonyl-CoA,Intermediate
2-methyl-Heptanoyl-CoA,Intermediate
2-methyl-Pentanoyl-CoA,Intermediate
2-methyl-Propanoyl-CoA,Intermediate
2-4-dimethyl-Heptanoyl-CoA,Intermediate
2-4-dimethyl-Nonanoic acid,Intermediate
2-4-dimethyl-Nonanoyl-CoA,Intermediate
2-4-dimethyl-Octane,Target
2-4-dimethyl-Oxoheptanoyl-CoA,Intermediate
2-4-dimethyl-Oxononanoyl-CoA,Intermediate
2-4-dimethyl-Oxopentanoyl-CoA,Intermediate
2-4-dimethyl-Pentanoyl-CoA,Intermediate
2-4-dimethyl-trans-hept-2-enoyl-CoA,Intermediate
2-4-dimethyl-trans-non-2-enoyl-CoA,Intermediate
2-4-dimethyl-trans-pent-2-enoyl-CoA,Intermediate
3R-3-Hydroxybutanoyl-CoA,Intermediate
ADP,Input/Output
ATP,Input
Acetoacetyl-CoA,Intermediate
Acetyl-CoA,Input/Output
But-2-enoyl-CoA,Intermediate
Butanoyl-CoA,Intermediate
CO2,Input/Output
CoA,Input/Output
H2O,Input/Output
HCO3-,Intermediate
Hplus,Input/Output
Malonyl-CoA,Intermediate
NADH,Input
NADPH,Intermediate
NADPplus,Input/Output
NADplus,Input/Output
Orthophosphate,Input/Output
Propionyl-CoA,Input/Output
S-2-4-dimethyl-Hydroxyheptanoyl-CoA,Intermediate
S-2-4-dimethyl-Hydroxynonanoyl-CoA,Intermediate
S-2-4-dimethyl-Hydroxypentanoyl-CoA,Intermediate
Oxygen,Input/Output
Formate,Intermediate
2-4-dimethyl-Nonanal,Intermediate
